logo src,project_name,project_link,chain_platform,category,issue,funds_lost,date
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f545af87667.png,GOOD BOY,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5457a55735.png,DogeWars,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5454743330.png,HYDRA,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5451f9d997.png,Arbitrade,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f544c63f6a3.png,EternityProtcol,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5449121681.png,Luminescence,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f54469b40a3.png,Wasder.gg,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5443f03340.png,Tokocrypto,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f543f79ddc1.png,MoonVAPE,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f543d258169.png,d-fund.io,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f543aa64d7d.png,MOON SURGE,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5436f1a3f4.png,RocketElon,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f543451c994.png,Sienna (ERC20),,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f54310b3633.png,Rocket Doge,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f542e81eae4.png,MASKSWAP,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f542ac322f7.png,CargoX,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f54282be45f.png,Anchor Protocol,,BSC,Exchange (DEX),Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5425bbb7ae.png,aardvarX,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5422e426dc.png,Oiler Network,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f541f9aae75.png,Ispolink Token,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f541cd9e580.png,Bulldoge,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f541a60d0d4.png,ELON MOONSHIP,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f540dceea6c.png,Dragon.Swap,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f540a7b5a34.png,KingCZ,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5407c0c66f.png,Verifiably,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5403f83db4.png,RUBYTOKEN,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53fdc7517d.png,Wilder World,,ETH,Borrowing and Lending,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53c920ff69.png,Meow Moon Cat,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53c6303455.png,INTERGALACTIC,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53c1812d88.png,VISERION,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53bd510c0f.png,ELON SNL,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53ba3bb792.png,LevelUpX,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53b6f2efbe.png,Diamond Hands Elon,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53b323199c.png,Saturna,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53afb3f6ea.png,Mozik.cc,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53ac4ce8bc.png,WAKANDATOKEN,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53a643079c.png,SafeGalaxy,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53a110f1ea.png,Strike Protocol,,BSC,Borrowing and Lending,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f539e40a9fd.png,SaintElon,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f538bf40ae6.png,Maple,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53897e4bcd.png,MILEY&amp;MUSK,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f538308adf2.png,XSPACE,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f537eda24ee.png,SaintElon,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f537ac3dd04.png,DOGE SNL,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53772c9b9b.png,Gelato.network,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5372e6b3dd.png,Kitty Token,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5366321d15.png,Everest,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5362de3056.png,SafeShib,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f535f87967d.png,HungryApes,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f535be0325c.png,ChickenCoin,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f535949e23b.png,EchoX,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f534f515ba1.png,TAXIfinance,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f534ade0e04.png,ProStarter,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5314a846f8.png,Goku,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f53101ee4ab.png,NOZOMI COIN,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f530abb9009.png,Crot Finance,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f5304d4026d.png,The Internet Computer,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f530226b2ec.png,Dogelon,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f52fef899c0.png,delta.theta,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f52fa3c64dd.png,HellGate,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f5de0ced6.png,LURNA,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f5ba80e25.png,Apron Network,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f59b21177.png,HibikiTokyo,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f57074f16.png,icecreamland.org,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f5447b3eb.png,Icy Comet,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f5231398b.png,BUHO TOKEN,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f4f8be2f7.png,Mina Protocol,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f4d37b1b0.png,MOONBERRY,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f4a58fd12.png,OccamFi,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f481965a4.png,MoonWait,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f452b759b.png,Mechadog,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f3eaca958.png,ApeOnly,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f3c5459e8.png,Saito,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f33b170b6.png,SAFEBIRD,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f30b80c84.png,Volcano,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f2d3aff05.png,Lunar Eclipse,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f244ef39a.png,Adastarter,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f1fd9b885.png,WinMoon Token,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1f1a4dc184.png,CYCLOPS FINANCE TREASURE,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1efe9c7d79.png,PigMOON,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1efb53231e.png,Disbalancer,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ef74280fa.png,MOONCALENDA,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ef2cc3957.png,SAFESHIBA,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ef05a0290.png,www.SafePussy.tech,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ee1fdb4f9.png,We Want a 1000XPump,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1edf873048.png,Golden Litchi Finance,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1edc8bc202.png,Majestic Deer,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ed95d84be.png,Snow,,BSC,Exchange (DEX),Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ed67eff01.png,DOGEUP 100X,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ed3e310db.png,TeslaCoin,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ed072f587.png,Dragon Burn Token,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ece35c298.png,Einstein Rosen Bridge,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ecbf662c5.png,Polkadomain Token,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ec97c6b5c.png,Lucky Charm,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ec6257630.png,Husky Token,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ec3e63ce0.png,Asac Coin Finance Token,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ec1125c02.png,Gamma Ray Burst,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1d870dbf31.png,Dogzilla,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1d7946a12f.png,Hound Token,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1d75651805.png,FireBunny,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1d7163a9c4.png,Collapsar,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1d678a9e22.png,Moon Send,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1d63419a8e.png,Andromeda,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1d42655f07.png,Gorillaz Sanctuary,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1d35c4a4df.png,Magnet Attraction,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1d3339756b.png,Comet,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1d2e931e3b.png,Rocket Cat,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1cfbd285bd.png,unifarm.co,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1cf757ed13.png,Plethori,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1cf3206a0b.png,Coordinape,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ce9d32f67.png,Xend.finance,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ce3dca314.png,Dehive.finance,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ce0664bb1.png,Big Cheese Token,,ETH,Borrowing and Lending,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1cdbea950e.png,Starshot,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1cd9654a12.png,Pug Token,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1cd1a54c9a.png,UNIDOG,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ccdb489f8.png,Moon Chow,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1cc9551626.png,Papillon Token,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1c7b480038.png,DirtyPig,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1c73c13797.png,Nova,,BSC,Exchange (DEX),Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1c4536293b.png,Rocket Dog,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1c426de91e.png,MarsStop,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1c3c59d6d3.png,Ursa Major,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1bc570b6c4.png,ChowChow Token,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1bc2b5d7d6.png,Bulldog Token,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1b96285681.png,Payship.Finance,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1b7d47ab1d.png,Australian Safe Shepherd,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1b72bcfff6.png,Blowfish Token,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1b686890be.png,Singularity,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1b646c9970.png,KISHU INU,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1b5628832a.png,Safe Inu,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1b36e9539c.png,SafeChain✨,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1b31bb4a25.png,Redshift,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1acd98a0e6.png,unibox,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1acb16087c.png,Lemond Protocol,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1ac8461992.png,DeversiFi Token,,ETH,Exchange (DEX),Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1abae35749.png,SpaceShip,,BSC,Borrowing and Lending,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19be955c95.png,SecureTheBag,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19bbf1c114.png,sushibox,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19b95594cf.png,SafeAndromeda,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19b68f17bd.png,HedgeDog BSC Finance,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19b373d3f1.png,Polkamon.com,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19af931578.png,unidog bsc,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19abbb5a12.png,HARDOX PROTOCOL,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19a8f6e09f.png,SafeMcDc,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19a61d2cf7.png,BubbaGump,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19a37921c1.png,Worn.Finance,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19a0c617bf.png,Rage.fan,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f199b140b46.png,unimex,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1998c7922b.png,Gundam Finance BSC,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f199639a3e2.png,SafeComet,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f199333afc9.png,MirrorFinance,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19907aa574.png,SafeCloud,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f198e038b7a.png,SafeSpeed,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f198330fb50.png,SafeModd,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1980c54c01.png,MoonDeFi,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f197d817d11.png,Asset Swap,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f197a36a585.png,Plasm Network,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1977004a15.png,SafeWorld,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19745268f5.png,SafeGate,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1970e62b6c.png,SafeUp,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f196e531fea.png,SafeSpice,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f196c14f042.png,SafeStreetBets,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19699f1d51.png,xrpmoon,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1966b0564d.png,SafePaid,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f196385a162.png,External Swap,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1960e4330a.png,IZOOM.FINANCE,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f195e161a94.png,SafeCell,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f195bae9f6e.png,EXEEDME.FINANCE,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1958fec104.png,autosafe,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1955ca1bf7.png,autosafe protocol,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1952e3aafc.png,SafeLien,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1950594d3f.png,SafeShield,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f194dbc91be.png,SimpleExchange,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f194ac8c49b.png,SafeHubble,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1948699e6f.png,SafeTorn,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19460ac310.png,SAFEYFI NETWORK,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f19434f0a6a.png,ADRENALINE.FINANCE,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f193f89c80c.png,SafeSun,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f193cec0638.png,KASHI,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1939be2dd5.png,DREAMSWAP,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1935e5d4ea.png,AntiSafeToken,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1932fc6344.png,AntiSafeToken,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f192f7cbed0.png,SpaceDEFI,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f192c2552d7.png,SafeHelix,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f192934254d.png,MoonCAKE Bsc,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1926505f1c.png,SafeSafu,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1923b6ab30.png,SafeMask,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f191d824779.png,SafeGorilla,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f191a4df2a7.png,SafeInfinity,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1913133040.png,SAFELINK,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1902f5a1b5.png,SAFESOFA,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1900ae6c29.png,REFERRALPROJECT.NETWORK,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f18fd739120.png,SafeMiles,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f18f6c469dc.png,PLUTOO,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f18ee8c14bb.png,Tripod Dao,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f18ea9655d2.png,MEGASAFE,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f18e5f93787.png,SAFEPAY,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f18e2d412d1.png,LinkPool,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f18d2970889.png,SafeVice,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f174cf2e3ef.png,SpaceX Boca Chica,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f174a2b6c09.png,Puppy Inu,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1746eba56b.png,Peri Finance,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1743e69440.png,XXXRated-NFT,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f17414ae230.png,CROT Finance,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f173dcf174d.png,ElonGate,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f173b279b36.png,REAUFINANCE,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f17387c5c5b.png,The Doge Hunter,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1735ae9d5e.png,Sponge Doge,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f17323d9fab.png,LORD ELON,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f172f1ed267.png,Binance Fail Chain,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f172bb8e511.png,victoriavr,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1726f1350a.png,InjectiveProtocol,,BSC,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f172468e34f.png,Kishu Doge Inu,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f1718fa7692.png,Solstarter,,ETH,Token,Honeypot,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f17160c8c07.png,Evergreen,,BSC,Token,Honeypot,,
