"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Mastercard launches new product to help banks combat crypto-related crime 

 #cryptonews #crypto 

https://t.co/cchGfq866b",FALSE,0,NA,2022-10-05 01:38:18,FALSE,NA,"1577473218729975808",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">crypto_whispers</a>","crypto_whispers",0,FALSE,FALSE,NA,NA
"Mastercard launches new product to help banks combat crypto-related crime https://t.co/1piuymqObP",FALSE,1,NA,2022-10-05 01:37:18,FALSE,NA,"1577472970796064768",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","CryptoNewsWire1",0,FALSE,FALSE,NA,NA
"Mastercard launches new product to help banks combat crypto-related crime https://t.co/je4kirso1H",FALSE,0,NA,2022-10-05 01:36:49,FALSE,NA,"1577472846980325379",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","meta_crunch",0,FALSE,FALSE,NA,NA
"Mastercard launches new product to help banks combat #crypto-related crime

https://t.co/qOiSOgiRK4",FALSE,0,NA,2022-10-05 01:35:34,FALSE,NA,"1577472532034510849",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","johnmorganFL",1,FALSE,FALSE,NA,NA
"Mastercard launches new product to help banks combat crypto-related crime #CryptocurrencyNews $BTC $ETH",FALSE,1,NA,2022-10-05 01:34:45,FALSE,NA,"1577472326756614144",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","web3terminal",0,FALSE,FALSE,NA,NA
"🤓🤔👍 #knownews ##blockchain ##cryptocurrency #cryptoandtech Mastercard launches new product to help banks combat  https://t.co/kcXNOx5xXH",FALSE,0,NA,2022-10-05 01:32:15,FALSE,NA,"1577471697728348160",NA,"<a href=""https://www.derektmckinney.com"" rel=""nofollow"">Derek T McKinney</a>","DerekTMcKinney",0,FALSE,FALSE,NA,NA
"#Crime Mastercard launches new product to help banks combat crypto-related crime https://t.co/7kwOfD6Uxz -… https://t.co/lf0Sy2TEq5",FALSE,0,NA,2022-10-05 01:32:08,TRUE,NA,"1577471669945667584",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","dumbwire",0,FALSE,FALSE,NA,NA
"#Crime Mastercard launches new product to help banks combat crypto-related crime https://t.co/xx0jOSkruV",FALSE,0,NA,2022-10-05 01:32:07,FALSE,NA,"1577471665084469249",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Cryptoracket",0,FALSE,FALSE,NA,NA
"RT @DaneLloydMP: I just asked officials from Public Safety Canada, the RCMP, and the Cdn Firearms Program if they had data to support Minis…",FALSE,0,NA,2022-10-05 01:20:31,FALSE,NA,"1577468745609801728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deanp_crypto",913,TRUE,FALSE,NA,NA
"whitelist Voluntary @Stonedelen22 @crime_list @seshwithxrp @pastorin_nft @TitinanSuntaku @crypto_rafi @Phyllis0989… https://t.co/aSXsz3W55z",FALSE,0,NA,2022-10-05 01:05:04,TRUE,NA,"1577464858236551168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SOGEKIN61862624",0,FALSE,FALSE,NA,NA
"@CapitalGrug I need 5 hard mfers to recreate New York's Finest Taxi Service, but for crypto instead of blood diamon… https://t.co/kWu3FBP1oR",FALSE,1,"CapitalGrug",2022-10-05 00:49:42,TRUE,"1577458453047521280","1577460989343436801","1392422281947717633","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SkotiVitur",0,FALSE,FALSE,NA,NA
"RT @CryptoSavingExp: Mastercard service called 'Crypto Secure' that helps banks assess the risk of crime associated with #crypto merchants…",FALSE,0,NA,2022-10-05 00:43:47,FALSE,NA,"1577459500499750913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","uknowsanj",22,TRUE,FALSE,NA,NA
"RT @TheAltcoinHub: Mastercard are launching a new product called Crypto Secure that helps banks assess the risk of crime associated with cr…",FALSE,0,NA,2022-10-05 00:35:24,FALSE,NA,"1577457390592458752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ApeDegenCrypt",10,TRUE,FALSE,NA,NA
"RT @binance: #Binance hosted a series of crypto and blockchain workshops for law enforcement agencies in Brazil and Argentina.
 
The worksh…",FALSE,0,NA,2022-10-05 00:16:31,FALSE,NA,"1577452641000488963",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hotbit_CS",226,TRUE,FALSE,NA,NA
"@Pam37654336 @crypto_earlyman @rodney_dever @emrazz No, you clearly are mischaracterizing his argument.

He is sayi… https://t.co/Uis9tUPBTP",FALSE,1,"Pam37654336",2022-10-05 00:13:06,TRUE,"1577358189581975572","1577451777368023040","1019295342796378118","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Morky02118876",0,FALSE,FALSE,NA,NA
"Mastercard Launches AI Tool to Help Banks Assess Crypto Crime #Mastercard #Crypto https://t.co/4ALA4GVzCC https://t.co/kHda188K54",FALSE,0,NA,2022-10-05 00:04:53,FALSE,NA,"1577449711325351936",NA,"<a href=""http://bitcoinagile.com"" rel=""nofollow"">bitcoinagile</a>","bitcoinagile",0,FALSE,FALSE,NA,NA
"Michael Hill Jewellers buy only diamonds that are certified as being mined under humane conditions.

There is a pos… https://t.co/piqfXDAdkA",FALSE,1,NA,2022-10-04 23:59:30,TRUE,NA,"1577448357941108736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UnkillableKind",0,FALSE,FALSE,NA,NA
"The lesson for the government is that if you arrest someone for Bitcoin crime and you seize his hardware wallet, yo… https://t.co/c4CHpGF8Qm",FALSE,0,NA,2022-10-04 23:23:32,TRUE,NA,"1577439305538146307",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fredgrenier12",0,FALSE,FALSE,NA,NA
"RT @kingteazy_ty: As a crypto trader wey I dey use my money I mean my money run am police go still dey ask what crypto you’re yahoo just bc…",FALSE,0,NA,2022-10-04 22:50:26,FALSE,NA,"1577430975247781890",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Forex01</a>","MattersForex",1,TRUE,FALSE,NA,NA
"RT @0xcyph3r: This person tries to justify the crime of the dictators and show the opposite. Don’t let her do that and please be the voice…",FALSE,0,NA,2022-10-04 22:45:44,FALSE,NA,"1577429792302866432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mojtaba_Crypto",59,TRUE,FALSE,NA,NA
"As a crypto trader wey I dey use my money I mean my money run am police go still dey ask what crypto you’re yahoo j… https://t.co/xLKOdzkJPj",FALSE,1,NA,2022-10-04 22:37:37,TRUE,NA,"1577427750843187200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kingteazy_ty",1,FALSE,FALSE,NA,NA
"@instablog9ja As a crypto trader wey I dey use my money I mean my money run am police go still dey ask what crypto… https://t.co/yJ1ckkvrj8",FALSE,2,"instablog9ja",2022-10-04 22:32:27,TRUE,"1576470450183761920","1577426448326922240","754393222563102720","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kingteazy_ty",1,FALSE,FALSE,NA,NA
"@okeololade @DailyPostNGR As a crypto trader wey I dey use my money I mean my money run am police go still dey ask… https://t.co/oxGCodIiVR",FALSE,0,"okeololade",2022-10-04 22:29:07,TRUE,"1577372944640401409","1577425610963492864","231937984","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kingteazy_ty",0,FALSE,FALSE,NA,NA
"@chilling_44676 @SaharaReporters As a crypto trader wey I dey use my money I mean my money run am police go still d… https://t.co/4fGyi0Zqjc",FALSE,0,"chilling_44676",2022-10-04 22:27:25,TRUE,"1577379425510989824","1577425184495382528","2548665081","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kingteazy_ty",0,FALSE,FALSE,NA,NA
"@chilling_44676 @SaharaReporters As a crypto trader wey I dey use my money I mean my money run am police go still d… https://t.co/G3wWN7FrWj",FALSE,8,"chilling_44676",2022-10-04 22:26:04,TRUE,"1577378967388045320","1577424844936794114","2548665081","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kingteazy_ty",0,FALSE,FALSE,NA,NA
"@MobilePunch As a crypto trader wey I dey use my money I mean my money run am police go still dey ask what crypto y… https://t.co/AnnVISMfFG",FALSE,3,"MobilePunch",2022-10-04 22:24:46,TRUE,"1577311920264286209","1577424516048830464","24291371","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kingteazy_ty",0,FALSE,FALSE,NA,NA
"@Ayochase01 As a crypto trader wey I dey use my money I mean my money run am police go still dey ask what crypto yo… https://t.co/DUHbkr1Ikk",FALSE,1,"Ayochase01",2022-10-04 22:24:28,TRUE,"1577000782012223488","1577424439746363392","960952215417622532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kingteazy_ty",0,FALSE,FALSE,NA,NA
"Crypto crime: $4 billion illicit digital assets are laundered through these ways - MarketWatch https://t.co/kaERH0meLc",FALSE,0,NA,2022-10-04 22:04:06,FALSE,NA,"1577419316517302272",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","petercheywood",0,FALSE,FALSE,NA,NA
"Mastercard introduces a product called #Crypto Secure that helps banks assess the risk of crime linked with crypto… https://t.co/0Nb2Zm2qvu",FALSE,0,NA,2022-10-04 22:01:04,TRUE,NA,"1577418553971691520",NA,"<a href=""https://app.socialpilot.co/"" rel=""nofollow"">SocialPilot.co</a>","menacoin_",0,FALSE,FALSE,NA,NA
"@Naija_PR Y must I remove one...u Don come is it a crime to enjoy ones life to the fullest ..well I would remove yo… https://t.co/JFOYVikogp",FALSE,1,"Naija_PR",2022-10-04 21:58:55,TRUE,"1577051552128212992","1577418011992260608","1901298962","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Crypto_Dreams01",0,FALSE,FALSE,NA,NA
"RT @OCCRP: Chinese authorities said they arrested 93 suspected members of a crime group accused of laundering $5.6 billion using virtual cu…",FALSE,0,NA,2022-10-04 21:57:58,FALSE,NA,"1577417770865635328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KremserMariana1",44,TRUE,FALSE,NA,NA
"RT @TheDustyBC: JUST IN: Binance Has A Special Team That is Training Law Enforcement Around the World to Combat #Crypto Crime",FALSE,0,NA,2022-10-04 21:50:10,FALSE,NA,"1577415808073883648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","confirm1one",21,TRUE,FALSE,NA,NA
"RT @OCCRP: Chinese authorities said they arrested 93 suspected members of a crime group accused of laundering $5.6 billion using virtual cu…",FALSE,0,NA,2022-10-04 20:57:33,FALSE,NA,"1577402568912867360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ckiraly",44,TRUE,FALSE,NA,NA
"RT @MaulanaSalihu: Mastercard Adopts AI In Fight to Tackle Crypto crime

#mastercard #Crypto #crime #AI",FALSE,0,NA,2022-10-04 20:57:07,FALSE,NA,"1577402456799121460",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">aiapps-bot</a>","uCloudifyAI",1,TRUE,FALSE,NA,NA
"Mastercard Adopts AI In Fight to Tackle Crypto crime

#mastercard #Crypto #crime #AI",FALSE,0,NA,2022-10-04 20:57:01,FALSE,NA,"1577402434103681024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaulanaSalihu",1,FALSE,FALSE,NA,NA
"RT @fullcryptovalue: Mastercard Adopts AI In Fight to Tackle Crypto crime

#mastercard #Crypto #crime #AI",FALSE,0,NA,2022-10-04 20:57:01,FALSE,NA,"1577402431503319041",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">aiapps-bot</a>","uCloudifyAI",1,TRUE,FALSE,NA,NA
"Mastercard Adopts AI In Fight to Tackle Crypto crime

#mastercard #Crypto #crime #AI",FALSE,0,NA,2022-10-04 20:56:55,FALSE,NA,"1577402408979681280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fullcryptovalue",1,FALSE,FALSE,NA,NA
"Get your daily, bite-sized digest of ... 

Read More 👉 https://t.co/2QIk0uhAT6

#Adoption #Art #Banking #Beeple… https://t.co/tQKWYGu2fO",FALSE,2,NA,2022-10-04 20:43:25,TRUE,NA,"1577399009228034051",NA,"<a href=""https://bitsellx.com"" rel=""nofollow"">BitsellX.com</a>","BitsellX",0,FALSE,FALSE,NA,NA
"RT @OCCRP: Chinese authorities said they arrested 93 suspected members of a crime group accused of laundering $5.6 billion using virtual cu…",FALSE,0,NA,2022-10-04 20:41:48,FALSE,NA,"1577398602602844174",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sisu_sanity",44,TRUE,FALSE,NA,NA
"@coinbureau security in the crypto space: rug pulls, scams, white hat hackers, cyber crime, top cybersecurity crypt… https://t.co/bQJ1oHs8DA",FALSE,0,"coinbureau",2022-10-04 20:33:20,TRUE,"1576505601156272129","1577396475256004618","906230721513181184","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Joker93402456",0,FALSE,FALSE,NA,NA
"Mastercard’s new service, #CryptoSecure, is aimed to help banks find and prevent fraud on crypto merchant platforms… https://t.co/gcn7u9B98i",FALSE,0,NA,2022-10-04 20:24:09,TRUE,NA,"1577394160549695510",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Matrix_MTF",0,FALSE,FALSE,NA,NA
"@bazz_87 @Conservatives @SuellaBraverman Crypto finances child snuff movies kkk white supremacist pay per view tort… https://t.co/dXNBD2tyYe",FALSE,0,"bazz_87",2022-10-04 20:21:05,TRUE,"1577372556541284352","1577393390970408965","337367751","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"Excited to kick off the new ""Financial Crime Matters"" season with colleague Joby Carpenter discussing the current c… https://t.co/W67N0ijAsO",FALSE,1,NA,2022-10-04 20:18:58,TRUE,NA,"1577392856574074881",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KieranBeer",0,FALSE,FALSE,NA,NA
"@junglem31520302 @SaharaReporters @officialEFCC There are many Crypto and Forex trader in Nigeria,have you ever com… https://t.co/W6Wt4Lqmsq",FALSE,0,"junglem31520302",2022-10-04 20:16:24,TRUE,"1577364643231592449","1577392213838991389","1154101859541561347","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aliyusajjad100",0,FALSE,FALSE,NA,NA
"RT @TheBigWhale_: Kazakhstan, more crypto-friendly than ever🇰🇿

@cz_binance announced a partnership with Kazakhstan to fight financial crim…",FALSE,0,NA,2022-10-04 20:10:13,FALSE,NA,"1577390656670076932",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JeSaLouis",8,TRUE,FALSE,NA,NA
"US Treasury Secretary Janet Yellen warns #Cryptocurrencies pose risks to the US financial system. According to a re… https://t.co/XgU8wD1n9K",FALSE,1,NA,2022-10-04 20:02:20,TRUE,NA,"1577388671317286912",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","USMoneyReserve",0,FALSE,FALSE,NA,NA
"@gorgy2308 @ClaudiaWebbe Crypto finances child snuff movies kkk white supremacist pay per view torture with suggest… https://t.co/gEd8YJMg83",FALSE,0,"gorgy2308",2022-10-04 19:53:23,TRUE,"1577379607547940894","1577386421593284608","378437049","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"@conzimp @EffortCapital No bigger crime in crypto than XRP 8x XLM.",FALSE,1,"conzimp",2022-10-04 19:52:58,FALSE,"1577050811938455552","1577386315875745794","1288929150628175874","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TRW_18",0,FALSE,FALSE,NA,NA
"@sashasimic @ClaudiaWebbe Crypto finances child snuff movies kkk white supremacist pay per view torture with sugges… https://t.co/IgydyFzA8F",FALSE,0,"sashasimic",2022-10-04 19:51:51,TRUE,"1577378150098796545","1577386034203181056","41109216","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"@jhall_m25 @ClaudiaWebbe Crypto finances child snuff movies kkk white supremacist pay per view torture with suggest… https://t.co/UjGb5oHwt3",FALSE,0,"jhall_m25",2022-10-04 19:51:07,TRUE,"1577379546218827808","1577385850282844162","2941972851","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"@agw1437 @ClaudiaWebbe Crypto finances child snuff movies kkk white supremacist pay per view torture with suggestio… https://t.co/DnmyydVA39",FALSE,0,"agw1437",2022-10-04 19:49:32,TRUE,"1577378056792064028","1577385450201059328","525765576","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"@ClaudiaWebbe Crypto finances child snuff movies kkk white supremacist pay per view torture with suggestions PEOPLE… https://t.co/tdl7CIYodS",FALSE,0,"ClaudiaWebbe",2022-10-04 19:46:00,TRUE,"1577376547056533532","1577384560949661700","50997451","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"@_Hydrofish Crypto finances child snuff movies kkk white supremacist pay per view torture with suggestions PEOPLE T… https://t.co/q3HsyWo8QM",FALSE,0,"_Hydrofish",2022-10-04 19:34:26,TRUE,"1577372518373007360","1577381649402167298","1052829528970674176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamesmoylan77",0,FALSE,FALSE,NA,NA
"Mastercard Adopts Artificial Intelligence In Fight to Tackle Crypto Crime

https://t.co/rUqrNVIxpn https://t.co/hrSzUvTmXd",FALSE,0,NA,2022-10-04 19:31:34,FALSE,NA,"1577380929672253456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sureblogio",0,FALSE,FALSE,NA,NA
"RT @0xcyph3r: This person tries to justify the crime of the dictators and show the opposite. Don’t let her do that and please be the voice…",FALSE,0,NA,2022-10-04 19:31:18,FALSE,NA,"1577380860944605184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sobhan_crypto",59,TRUE,FALSE,NA,NA
"Are You a Victim of Crypto Crime? Good Luck Getting Help https://t.co/Diss4dfw8W https://t.co/74SgBfZAhD",FALSE,1,NA,2022-10-04 19:20:02,FALSE,NA,"1577378024890187809",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","ryanwallerstein",0,FALSE,FALSE,NA,NA
"Crypto crime: $4 billion illicit digital assets are laundered through these ways https://t.co/ouNsKOGGDg   $BTC.X $ETH.X $DOGE.X",FALSE,0,NA,2022-10-04 19:19:22,FALSE,NA,"1577377860209229851",NA,"<a href=""https://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","LlcBillionaire",0,FALSE,FALSE,NA,NA
"RT @MktsInsider: Cryptocurrencies pose risks to the stability of the US financial system and gaps in regulation must be addressed, Treasury…",FALSE,0,NA,2022-10-04 19:13:39,FALSE,NA,"1577376421483147264",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EdsonXRPWINS",3,TRUE,FALSE,NA,NA
"@LionHearted76 I have a love hate relationship with XRP and crypto in general for this reason

On one hand you coul… https://t.co/UbK9XNY5Yv",FALSE,1,"LionHearted76",2022-10-04 19:09:10,TRUE,"1577101064746467328","1577375291168563200","2976976116","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","T102911",0,FALSE,FALSE,NA,NA
"Mastercard Adopts AI In Fight to Tackle Crypto crime
https://t.co/RwYqq4MBYv",FALSE,0,NA,2022-10-04 19:02:28,FALSE,NA,"1577373605867962369",NA,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft Power Platform</a>","brave0nft",0,FALSE,FALSE,NA,NA
"Crypto crime: $4 billion illicit digital assets are laundered through these ways - https://t.co/Tcu3XMd7qp #finance #altcoin #markets",FALSE,0,NA,2022-10-04 18:51:08,FALSE,NA,"1577370751782502433",NA,"<a href=""http://cryptonewswire.com/"" rel=""nofollow"">CryptoNewswire</a>","CryptoNewswire",0,FALSE,FALSE,NA,NA
"Crypto crime: $4 billion illicit digital assets are laundered through these ways @MarketWatch… https://t.co/KHsQoMIeHM",FALSE,0,NA,2022-10-04 18:50:29,TRUE,NA,"1577370590117339136",NA,"<a href=""http://bitcoinagile.com"" rel=""nofollow"">bitcoinagile</a>","bitcoinagile",0,FALSE,FALSE,NA,NA
"@hi_mija Crypto is for crime",FALSE,1,"hi_mija",2022-10-04 18:45:30,FALSE,"1577366882880868352","1577369335340728320","58408094","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shewascutee",0,FALSE,FALSE,NA,NA
"@Pickle_cRypto @TheLINKPill yeah it's wild. Crime is a lot lower here in [redacted] but still gotta be careful.

My… https://t.co/QpwNWy4web",FALSE,3,"Pickle_cRypto",2022-10-04 18:43:54,TRUE,"1577368678038847488","1577368931731390469","943869911293726720","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DastardlyDaniel",0,FALSE,FALSE,NA,NA
"@damnhomie82 @Paintlife2233 @TuckerElkins3 @Covington731 @sickwitit18 @RealCandaceO Look no further than Joe Biden'… https://t.co/mtFJhKcFAp",FALSE,2,"damnhomie82",2022-10-04 18:39:15,TRUE,"1577109447893471232","1577367764833968129","449952103","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","crypto_nomicon",1,FALSE,FALSE,NA,NA
"@knuxponential 100% e meeting is a crime",FALSE,3,"knuxponential",2022-10-04 18:32:07,FALSE,"1577362573002829825","1577365967885189129","1350157832880943105","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crypto_navi",0,FALSE,FALSE,NA,NA
"RT @farhanmemon: My colleagues and I launched a new product called Crypto Secure that helps banks assess the risk of crime associated with…",FALSE,0,NA,2022-10-04 18:18:25,FALSE,NA,"1577362518888284160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ARD_earth",1,TRUE,FALSE,NA,NA
"This is an exciting new product that helps banks assess the risk of crime associated with crypto merchants on its network",FALSE,0,"raj_dhamodharan",2022-10-04 18:15:10,FALSE,"1577361622414381056","1577361703993769986","16641096","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","raj_dhamodharan",0,FALSE,FALSE,NA,NA
"#BUY today's ""Busto da Gato in Florence"" for 10ꜩ on https://t.co/zgTyFjKQdg
Buying my paintings  is a crime I canno… https://t.co/O2NRReBXzv",FALSE,3,NA,2022-10-04 18:03:39,TRUE,NA,"1577358802600562688",NA,"<a href=""http://www.caedmon.it"" rel=""nofollow"">InterfaceCDM</a>","ImCaedmon",1,FALSE,FALSE,NA,NA
"@crypto_gateway @ChartMind Stakeboarding is not a crime",FALSE,0,"crypto_gateway",2022-10-04 17:56:26,FALSE,"1576910325437280258","1577356987037356033","1020252274407469056","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iofluv",0,FALSE,FALSE,NA,NA
"RT @gokhshteinmedia: NEWS UPDATE: @Mastercard launches Cryptocurrency Anti-Fraud Tool for Card Issuers, helping banks to determine the risk…",FALSE,0,NA,2022-10-04 17:54:41,FALSE,NA,"1577356545763201025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ALLIN_CLUB_NFT",5,TRUE,FALSE,NA,NA
"My colleagues and I launched a new product called Crypto Secure that helps banks assess the risk of crime associate… https://t.co/sHagCBvKnW",FALSE,1,NA,2022-10-04 17:50:29,TRUE,NA,"1577355489440047109",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhanmemon",1,FALSE,FALSE,NA,NA
"Digital front doors' advantages when meeting population health needs #nfts #bitcoin #crypto #btc #bsc #dev #video… https://t.co/KRQpmIb9OL",FALSE,2,NA,2022-10-04 17:48:56,TRUE,NA,"1577355100460183554",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>","CDWGWAGov",0,FALSE,FALSE,NA,NA
"RT @CryptoNewsFlash: “Mastercard will on Tuesday launch a new product called Crypto Secure that helps banks assess the risk of crime associ…",FALSE,0,NA,2022-10-04 17:46:24,FALSE,NA,"1577354462485782531",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Search4Dinar1",2,TRUE,FALSE,NA,NA
"RT @Gary58492111: Every bank, every shadow bank, every hedge fund, every broker. List goes on. Crime pays when you have a shambolic regulat…",FALSE,0,NA,2022-10-04 17:36:45,FALSE,NA,"1577352035493679104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","coffee_rust",1,TRUE,FALSE,NA,NA
"@CelesteDrift @Mattgondek Violent crime in 2014 was 361.6 per 100,000. Today it's over 400 per 100,000. While crime… https://t.co/0LVveXruYs",FALSE,1,"CelesteDrift",2022-10-04 17:28:37,TRUE,"1577328410887593986","1577349987327000584","1533207330267009025","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Crypto_Corey",0,FALSE,FALSE,NA,NA
"Want to learn about the latest news on the SEC charging Kim Kardashian for unlawfully touting Crypto security on In… https://t.co/lmdwqMvGmG",FALSE,0,NA,2022-10-04 17:08:28,TRUE,NA,"1577344917029912576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CrimeJusticeFM",0,FALSE,FALSE,NA,NA
"Also, keep in mind, it is unlawful to send any code above 76 crypto security across U. S. Borders and could lead th… https://t.co/989CnOz4Ee",FALSE,0,NA,2022-10-04 17:07:37,TRUE,NA,"1577344702474555392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","garymgriffin200",0,FALSE,FALSE,NA,NA
"And finally, there were 2 major crypto-related police raids last week.

1. Brazilian Fed Police raided 6 unnamed cr… https://t.co/4hyeHYyA4U",FALSE,0,"_simonrodrigues",2022-10-04 16:57:50,TRUE,"1577342237632999424","1577342240178851841","994892415243882496","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","_simonrodrigues",0,FALSE,FALSE,NA,NA
"Every bank, every shadow bank, every hedge fund, every broker. List goes on. Crime pays when you have a shambolic r… https://t.co/zWjlTGQ9FC",FALSE,2,NA,2022-10-04 16:57:35,TRUE,NA,"1577342177033990145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gary58492111",1,FALSE,FALSE,NA,NA
